Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Neil Magny,Neil Magny,Robbie Lawler,0-0,62-26,4-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Alexa Grasso,Alexa Grasso,Ji Yeon Kim,0-0,88-68,1-0,0-0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Ricardo Lamas,Ricardo Lamas,Bill Algeo,0-0,104-89,5-1,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Impa Kasanganay,Impa Kasanganay,Maki Pitolo,0-0,85-71,0-0,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Zak Cummings,Zak Cummings,Alessio Di Chirico,1-0,54-53,0-0,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Alex Caceres,Alex Caceres,Austin Springer,0-0,18-14,0-0,1-0,Featherweight,SUB-Rear-Naked-Choke,1,3:38
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Sean Brady,Sean Brady,Christian Aguilera,0-0,34-16,2-0,2-0,Welterweight,SUB-Guillotine-Choke,2,1:47
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Polyana Viana,Polyana Viana,Emily Whitmire,0-0,9-2,0-0,1-0,Women's Strawweight,SUB-Armbar,1,1:53
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Mallory Martin,Mallory Martin,Hannah Cifers,0-1,22-49,1-0,1-0,Women's Strawweight,SUB-Rear-Naked-Choke,2,1:33
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Frankie Edgar,Frankie Edgar,Pedro Munhoz,0-0,135-166,2-0,0-0,Bantamweight,S-DEC,5,5:00
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Mike Rodriguez,Mike Rodriguez,Marcin Prachnio,1-0,21-14,0-0,0-0,Light Heavyweight,KO/TKO-Elbow,1,2:17
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Joe Solecki,Joe Solecki,Austin Hubbard,0-0,13-9,0-0,1-0,Lightweight,SUB-Rear-Naked-Choke,1,3:51
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Shana Dobson,Shana Dobson,Mariya Agapova,0-0,24-22,2-2,0-0,Women's Flyweight,KO/TKO-Punches,2,1:38
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Daniel Rodriguez,Daniel Rodriguez,Dwight Grant,3-1,15-30,0-0,0-0,Welterweight,KO/TKO-Punches,1,2:24
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Amanda Lemos,Amanda Lemos,Mizuki,1-0,83-57,2-0,0-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Jordan Wright,Jordan Wright,Ike Villanueva,1-0,15-7,0-0,0-0,Light Heavyweight,KO/TKO,1,1:31
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Matthew Semelsberger,Matthew Semelsberger,Carlton Minus,1-0,118-77,2-0,1-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",NC,Timur Valiev,Trevin Jones,1-1,66-26,0-1,0-0,Catch Weight,Overturned-Punch,2,1:59
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Stipe Miocic,Stipe Miocic,Daniel Cormier,1-0,115-105,0-1,0-0,Heavyweight,U-DEC,5,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Marlon Vera,Marlon Vera,Sean O'Malley,0-0,18-10,0-0,0-0,Bantamweight,KO/TKO-Elbows,1,4:40
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Jairzinho Rozenstruik,Jairzinho Rozenstruik,Junior Dos Santos,1-0,42-24,0-0,0-0,Heavyweight,KO/TKO-Punch,2,3:47
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Daniel Pineda,Daniel Pineda,Herbert Burns,0-0,57-10,1-3,0-0,Featherweight,KO/TKO-Elbows,2,4:37
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Merab Dvalishvili,Merab Dvalishvili,John Dodson,0-0,50-27,2-0,0-0,Bantamweight,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Vinc Pichel,Vinc Pichel,Jim Miller,0-0,41-14,3-2,0-2,Lightweight,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Virna Jandiroba,Virna Jandiroba,Felice Herrig,0-0,4-1,1-0,2-0,Women's Strawweight,SUB-Armbar,1,1:44
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Danny Chavez,Danny Chavez,TJ Brown,0-0,49-43,4-0,0-0,Featherweight,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Livinha Souza,Livinha Souza,Ashley Yoder,0-0,46-32,1-0,0-0,Women's Strawweight,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Chris Daukaus,Chris Daukaus,Parker Porter,2-0,37-17,0-0,0-0,Heavyweight,KO/TKO-Knee,1,4:28
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Kai Kamaka,Kai Kamaka,Tony Kelley,0-0,114-114,5-0,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Derrick Lewis,Derrick Lewis,Aleksei Oleinik,1-0,35-2,1-1,0-2,Heavyweight,KO/TKO-Punches,2,0:21
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Chris Weidman,Chris Weidman,Omari Akhmedov,0-0,29-33,5-4,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Darren Stewart,Darren Stewart,Maki Pitolo,0-0,13-12,0-1,1-0,Middleweight,SUB-Guillotine-Choke,1,3:41
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Yana Santos,Yana Santos,Julija Stoliarenko,0-0,43-6,1-0,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Beneil Dariush,Beneil Dariush,Scott Holtzman,1-0,36-9,0-0,0-0,Lightweight,KO/TKO-Spinning-Back-Fist,1,4:38
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Tim Means,Tim Means,Laureano Staropoli,1-0,85-71,2-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Kevin Holland,Kevin Holland,Joaquin Buckley,2-0,79-40,0-0,0-0,Middleweight,KO/TKO-Punch,3,0:32
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Nasrat Haqparast,Nasrat Haqparast,Alexander Munoz,0-0,104-37,0-1,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Andrew Sanchez,Andrew Sanchez,Wellington Turman,1-0,28-21,0-0,0-0,Middleweight,KO/TKO-Punch,1,4:14
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Gavin Tucker,Gavin Tucker,Justin Jaynes,0-1,87-41,1-0,4-1,Featherweight,SUB-Rear-Naked-Choke,3,1:43
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Youssef Zalal,Youssef Zalal,Peter Barrett,1-0,54-23,3-0,3-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Irwin Rivera,Irwin Rivera,Ali AlQaisi,0-0,36-44,2-2,0-1,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Derek Brunson,Derek Brunson,Edmen Shahbazyan,0-0,88-35,4-0,0-0,Middleweight,KO/TKO-Punches,3,0:26
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Jennifer Maia,Jennifer Maia,Joanne Wood,0-0,20-26,0-1,1-0,Women's Flyweight,SUB-Armbar,1,4:29
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Vicente Luque,Vicente Luque,Randy Brown,2-0,64-61,0-1,0-0,Welterweight,KO/TKO-Knee,2,4:56
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",King Green,King Green,Lando Vannata,1-0,115-54,3-1,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Jonathan Martinez,Jonathan Martinez,Frankie Saenz,3-0,79-39,1-1,0-0,Bantamweight,KO/TKO-Knee,3,0:57
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Nate Maness,Nate Maness,Johnny Munoz,0-0,21-49,1-2,0-1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Jamall Emmers,Jamall Emmers,Vince Cachero,0-0,103-76,5-0,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Draw,Chris Gutierrez,Cody Durden,0-0,66-36,1-2,1-1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Robert Whittaker,Robert Whittaker,Darren Till,1-0,69-41,2-0,0-0,Middleweight,U-DEC,5,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Mauricio Rua,Mauricio Rua,Rogerio Nogueira,0-0,54-46,2-0,0-0,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Fabricio Werdum,Fabricio Werdum,Alexander Gustafsson,0-0,4-11,1-0,1-0,Heavyweight,SUB-Armbar,1,2:30
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Carla Esparza,Carla Esparza,Marina Rodriguez,0-0,33-40,5-0,1-0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Paul Craig,Paul Craig,Gadzhimurad Antigulov,0-0,2-11,0-1,1-0,Light Heavyweight,SUB-Triangle-Choke,1,2:06
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Alex Oliveira,Alex Oliveira,Peter Sobotta,1-0,45-29,0-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Khamzat Chimaev,Khamzat Chimaev,Rhys McKee,0-0,40-0,1-0,1-0,Welterweight,KO/TKO-Punches,1,3:09
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Francisco Trinaldo,Francisco Trinaldo,Jai Herbert,1-1,30-21,2-0,2-0,Lightweight,KO/TKO-Punch,3,1:30
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",NC,Nicolas Dalby,Jesse Ronson,0-1,20-30,0-0,0-1,Welterweight,Overturned-Rear-Naked-Choke,1,2:48
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Tom Aspinall,Tom Aspinall,Jake Collier,1-0,10-3,0-0,0-0,Heavyweight,KO/TKO-Punches,1,0:45
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Movsar Evloev,Movsar Evloev,Mike Grundy,0-0,79-20,0-6,0-1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Tanner Boser,Tanner Boser,Raphael Pessoa,0-0,43-12,0-0,0-0,Heavyweight,KO/TKO-Punch,2,2:36
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Pannie Kianzad,Pannie Kianzad,Bethe Correia,0-0,103-56,0-1,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Ramazan Emeev,Ramazan Emeev,Niklas Stolze,0-0,29-30,4-1,2-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Nathaniel Wood,Nathaniel Wood,John Castaneda,0-0,131-55,1-0,0-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Deiveson Figueiredo,Deiveson Figueiredo,Joseph Benavidez,2-0,35-18,0-0,4-0,Flyweight,SUB-Rear-Naked-Choke,1,4:48
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Jack Hermansson,Jack Hermansson,Kelvin Gastelum,0-0,2-0,0-1,1-0,Middleweight,SUB-Heel-Hook,1,1:18
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Rafael Fiziev,Rafael Fiziev,Marc Diakiese,0-0,78-68,1-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Ariane da Silva,Ariane da Silva,Luana Carolina,0-0,3-2,0-0,1-1,Women's Flyweight,SUB-Kneebar,1,1:28
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Askar Askarov,Askar Askarov,Alexandre Pantoja,0-0,41-32,2-1,0-0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Roman Dolidze,Roman Dolidze,Khadis Ibragimov,1-0,19-4,0-0,0-0,Light Heavyweight,KO/TKO-Knee,1,4:15
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Grant Dawson,Grant Dawson,Nad Narimani,0-0,53-31,2-0,1-0,Catch Weight,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Joel Alvarez,Joel Alvarez,Joe Duffy,0-0,18-14,0-1,1-0,Lightweight,SUB-Guillotine-Choke,1,2:25
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Brett Johns,Brett Johns,Montel Jackson,0-1,11-26,8-2,1-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Amir Albazi,Amir Albazi,Malcolm Gordon,0-0,12-3,1-0,1-0,Bantamweight,SUB-Triangle-Choke,1,4:42
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Arman Tsarukyan,Arman Tsarukyan,Davi Ramos,0-0,91-33,1-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Serghei Spivac,Serghei Spivac,Carlos Felipe,0-0,73-44,3-0,0-0,Heavyweight,M-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Calvin Kattar,Calvin Kattar,Dan Ige,0-0,105-84,1-0,0-0,Featherweight,U-DEC,5,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Tim Elliott,Tim Elliott,Ryan Benoit,0-0,67-55,1-1,2-2,Flyweight,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Jimmie Rivera,Jimmie Rivera,Cody Stamann,0-0,48-26,2-1,1-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Taila Santos,Taila Santos,Molly McCann,0-0,57-48,5-0,1-0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Mounir Lazzez,Mounir Lazzez,Abdul Razak Alhassan,0-0,98-67,4-1,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Khamzat Chimaev,Khamzat Chimaev,John Phillips,0-0,43-1,2-0,1-0,Middleweight,SUB-D'Arce-Choke,2,1:12
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Lerone Murphy,Lerone Murphy,Ricardo Ramos,0-0,22-10,1-0,0-0,Featherweight,KO/TKO-Punches,1,4:18
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Modestas Bukauskas,Modestas Bukauskas,Andreas Michailidis,0-0,18-23,0-0,0-0,Light Heavyweight,KO/TKO,1,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Jared Gordon,Jared Gordon,Chris Fishgold,0-0,44-20,3-0,0-1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Liana Jojua,Liana Jojua,Diana Belbita,0-0,2-5,0-1,3-0,Women's Flyweight,SUB-Armbar,1,2:43
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Jack Shore,Jack Shore,Aaron Phillips,0-0,29-6,3-0,1-0,Bantamweight,SUB-Rear-Naked-Choke,2,2:29
UFC 251: Usman vs. Masvidal,"July 11, 2020",Kamaru Usman,Kamaru Usman,Jorge Masvidal,0-0,94-66,5-0,0-0,Welterweight,U-DEC,5,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Alexander Volkanovski,Alexander Volkanovski,Max Holloway,0-0,137-102,3-0,0-0,Featherweight,S-DEC,5,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Petr Yan,Petr Yan,Jose Aldo,1-0,194-83,1-0,0-0,Bantamweight,KO/TKO-Punches,5,3:24
UFC 251: Usman vs. Masvidal,"July 11, 2020",Rose Namajunas,Rose Namajunas,Jessica Andrade,0-0,82-71,0-1,0-0,Women's Strawweight,S-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Amanda Ribas,Amanda Ribas,Paige VanZant,0-0,6-3,1-0,1-0,Women's Flyweight,SUB-Armbar,1,2:21
UFC 251: Usman vs. Masvidal,"July 11, 2020",Jiri Prochazka,Jiri Prochazka,Volkan Oezdemir,1-0,33-41,0-0,0-0,Light Heavyweight,KO/TKO-Punch,2,0:49
UFC 251: Usman vs. Masvidal,"July 11, 2020",Muslim Salikhov,Muslim Salikhov,Elizeu Zaleski dos Santos,0-0,40-46,0-0,0-0,Welterweight,S-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Makwan Amirkhani,Makwan Amirkhani,Danny Henry,0-0,2-6,1-0,1-0,Featherweight,SUB-Anaconda-Choke,1,3:15
UFC 251: Usman vs. Masvidal,"July 11, 2020",Leonardo Santos,Leonardo Santos,Roman Bogatov,0-0,66-50,1-1,0-0,Lightweight,U-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Marcin Tybura,Marcin Tybura,Maxim Grishin,0-0,24-18,3-0,0-0,Heavyweight,U-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Raulian Paiva,Raulian Paiva,Zhalgas Zhumagulov,0-0,52-66,0-2,0-0,Flyweight,U-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Karol Rosa,Karol Rosa,Vanessa Melo,0-0,120-45,2-0,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Davey Grant,Davey Grant,Martin Day,1-1,74-62,2-0,1-0,Bantamweight,KO/TKO-Punch,3,2:38
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Dustin Poirier,Dustin Poirier,Dan Hooker,0-0,153-155,1-4,4-0,Lightweight,U-DEC,5,5:00
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Mike Perry,Mike Perry,Mickey Gall,1-0,76-55,1-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Maurice Greene,Maurice Greene,Gian Villante,0-1,63-72,0-0,1-0,Heavyweight,SUB-Arm-Triangle,3,3:44
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Brendan Allen,Brendan Allen,Kyle Daukaus,1-0,41-34,0-3,0-0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Takashi Sato,Takashi Sato,Jason Witt,1-0,18-2,0-0,0-0,Welterweight,KO/TKO-Punches,1,0:48
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Julian Erosa,Julian Erosa,Sean Woodson,0-1,103-106,3-0,1-0,Catch Weight,SUB-D'Arce-Choke,3,2:44
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Khama Worthy,Khama Worthy,Luis Pena,0-0,55-38,0-3,1-3,Lightweight,SUB-Guillotine-Choke,3,2:53
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Tanner Boser,Tanner Boser,Philipe Lins,1-0,15-6,0-0,0-0,Heavyweight,KO/TKO-Punches,1,2:41
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Kay Hansen,Kay Hansen,Jinh Yu Frey,0-0,31-26,2-0,1-0,Women's Strawweight,SUB-Armbar,3,2:26
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Youssef Zalal,Youssef Zalal,Jordan Griffin,0-0,59-28,0-2,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Curtis Blaydes,Curtis Blaydes,Alexander Volkov,0-0,69-31,14-1,0-0,Heavyweight,U-DEC,5,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Josh Emmett,Josh Emmett,Shane Burgos,2-0,127-128,1-0,0-0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Raquel Pennington,Raquel Pennington,Marion Reneau,0-0,107-46,1-2,0-0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Belal Muhammad,Belal Muhammad,Lyman Good,0-0,82-81,2-0,0-0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Jim Miller,Jim Miller,Roosevelt Roberts,0-0,2-1,0-0,1-0,Catch Weight,SUB-Armbar,1,2:25
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",King Green,King Green,Clay Guida,0-0,85-23,2-3,2-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Tecia Pennington,Tecia Pennington,Brianna Fortino,0-0,74-34,0-2,0-0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",NC,Marc-Andre Barriault,Oskar Piechota,1-0,74-37,1-0,0-0,Middleweight,Overturned-Punches,2,4:50
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Gillian Robertson,Gillian Robertson,Cortney Casey,0-0,21-22,3-0,1-0,Women's Flyweight,SUB-Rear-Naked-Choke,3,4:36
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Justin Jaynes,Justin Jaynes,Frank Camacho,1-0,16-4,0-0,0-0,Lightweight,KO/TKO-Punches,1,0:41
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Lauren Murphy,Lauren Murphy,Roxanne Modafferi,0-0,72-44,2-0,0-0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Austin Hubbard,Austin Hubbard,Max Rohskopf,0-0,58-17,0-2,0-1,Lightweight,KO/TKO,2,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Cynthia Calvillo,Cynthia Calvillo,Jessica Eye,0-0,113-70,4-0,0-0,Women's Flyweight,U-DEC,5,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Marvin Vettori,Marvin Vettori,Karl Roberson,0-0,45-4,2-0,2-0,Middleweight,SUB-Rear-Naked-Choke,1,4:17
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Charles Rosa,Charles Rosa,Kevin Aguilar,0-0,69-53,0-0,0-0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Andre Fili,Andre Fili,Charles Jourdain,0-1,44-62,5-0,0-0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Jordan Espinosa,Jordan Espinosa,Mark De La Rosa,0-0,126-37,2-0,0-0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Mariya Agapova,Mariya Agapova,Hannah Cifers,1-0,29-11,0-0,1-0,Women's Flyweight,SUB-Rear-Naked-Choke,1,2:42
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Merab Dvalishvili,Merab Dvalishvili,Gustavo Lopez,0-0,73-14,13-0,2-0,Catch Weight,U-DEC,3,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Julia Avila,Julia Avila,Gina Mazany,0-0,11-2,0-0,0-0,Women's Bantamweight,KO/TKO-Punches,1,0:22
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Tyson Nam,Tyson Nam,Zarrukh Adashev,1-0,2-2,0-0,0-0,Bantamweight,KO/TKO-Punch,1,0:32
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Christian Aguilera,Christian Aguilera,Anthony Ivy,0-0,10-4,0-0,0-0,Welterweight,KO/TKO-Punches,1,0:59
UFC 250: Nunes vs. Spencer,"June 06, 2020",Amanda Nunes,Amanda Nunes,Felicia Spencer,0-0,124-42,6-0,1-0,Women's Featherweight,U-DEC,5,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Cody Garbrandt,Cody Garbrandt,Raphael Assuncao,1-0,19-17,0-0,0-0,Bantamweight,KO/TKO-Punch,2,4:59
UFC 250: Nunes vs. Spencer,"June 06, 2020",Aljamain Sterling,Aljamain Sterling,Cory Sandhagen,0-0,2-1,0-0,2-0,Bantamweight,SUB-Rear-Naked-Choke,1,1:28
UFC 250: Nunes vs. Spencer,"June 06, 2020",Neil Magny,Neil Magny,Anthony Rocco Martin,0-0,64-37,0-1,0-0,Welterweight,U-DEC,3,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Sean O'Malley,Sean O'Malley,Eddie Wineland,1-0,13-4,0-0,0-0,Bantamweight,KO/TKO-Punch,1,1:54
UFC 250: Nunes vs. Spencer,"June 06, 2020",Alex Caceres,Alex Caceres,Chase Hooper,1-0,103-53,1-0,0-0,Featherweight,U-DEC,3,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Ian Heinisch,Ian Heinisch,Gerald Meerschaert,1-0,20-3,0-0,0-0,Middleweight,KO/TKO-Punch,1,1:14
UFC 250: Nunes vs. Spencer,"June 06, 2020",Cody Stamann,Cody Stamann,Brian Kelleher,0-0,89-57,2-1,0-0,Featherweight,U-DEC,3,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Maki Pitolo,Maki Pitolo,Charles Byrd,0-0,29-11,3-1,0-0,Middleweight,KO/TKO-Punches,2,1:10
UFC 250: Nunes vs. Spencer,"June 06, 2020",Alex Perez,Alex Perez,Jussier Formiga,2-0,29-18,0-0,0-0,Flyweight,KO/TKO-Kick,1,4:06
UFC 250: Nunes vs. Spencer,"June 06, 2020",Devin Clark,Devin Clark,Alonzo Menifield,0-0,79-39,1-0,0-0,Light Heavyweight,U-DEC,3,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Herbert Burns,Herbert Burns,Evan Dunham,0-0,5-3,1-0,1-0,Catch Weight,SUB-Rear-Naked-Choke,1,1:20
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Gilbert Burns,Gilbert Burns,Tyron Woodley,0-0,83-28,2-0,1-0,Welterweight,U-DEC,5,5:00
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Augusto Sakai,Augusto Sakai,Blagoy Ivanov,0-0,78-66,0-1,0-0,Heavyweight,S-DEC,3,5:00
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Billy Quarantillo,Billy Quarantillo,Spike Carlyle,0-0,49-37,2-3,2-0,Catch Weight,U-DEC,3,5:00
